nodeID,nodeLabel,latitude,longitude,year
188,Marylebone,-0.163,51.5231,1907
189,MileEnd,-0.033611,51.525278,1902
190,MillHillEast,-0.210278,51.608333,1941
191,Monument,-0.088611,51.513333,1884
192,MoorPark,-0.431944,51.63,1910
193,Moorgate,-0.0896,51.5187,1865
194,Morden,-0.195,51.402222,1926
195,MorningtonCrescent,-0.138611,51.534444,1907
196,Mudchute,-0.014708,51.490897,1987
197,Neasden,-0.250278,51.554167,1880
198,NewburyPark,0.08959,51.57495,1947
199,NorthActon,-0.259722,51.523611,1923
200,NorthEaling,-0.288611,51.5175,1903
201,NorthGreenwich,0.003611,51.500556,1999
202,NorthHarrow,-0.3625,51.585,1915
203,NorthWembley,-0.3040,51.5627,1917
204,Northfields,-0.314167,51.499444,1908
205,Northolt,-0.368835,51.547996,1948
206,NorthwickPark,-0.318611,51.578611,1923
207,Northwood,-0.42437,51.61085,1887
208,NorthwoodHills,-0.409167,51.600556,1933
209,NottingHillGate,-0.197,51.509,1868
210,Oakwood,-0.131667,51.6475,1933
211,OldStreet,-0.085,51.5258,1901
212,Osterley,-0.352222,51.481389,1883
213,Oval,-0.1125,51.481944,1890
214,OxfordCircus,-0.1416,51.51519,1900
215,Paddington,-0.1769,51.5171,1863
216,ParkRoyal,-0.284167,51.526944,1903
217,ParsonsGreen,-0.201111,51.475278,1880
218,Perivale,-0.323333,51.536667,1947
219,PiccadillyCircus,-0.134,51.5101,1906
220,Pimlico,-0.133333,51.489444,1972
221,Pinner,-0.380556,51.592778,1885
222,Plaistow,0.017222,51.531389,1902
223,PontoonDock,0.031944,51.502222,2005
224,Poplar,-0.017219,51.507714,1987
225,PrestonRoad,-0.295278,51.572222,1908
226,PrinceRegent,0.033433,51.509447,1994
227,PuddingMillLane,-0.013889,51.534167,1996
228,PutneyBridge,-0.2162,51.4611,1880
229,Queen'sPark,-0.2053,51.5341,1915
230,Queensbury,-0.28621,51.59417,1934
231,Queensway,-0.187222,51.510444,1900
232,RavenscourtPark,-0.235833,51.494167,1877
233,RaynersLane,-0.371389,51.575278,1906
234,Redbridge,0.04489,51.57574,1947
235,Regent'sPark,-0.14643,51.5235,1906
236,Richmond,-0.3014,51.463,1877
237,Rickmansworth,-0.473333,51.640278,1887
238,RodingValley,0.043889,51.616944,1948
239,RoyalAlbert,0.046389,51.508611,1994
240,RoyalOak,-0.188056,51.519167,1871
241,RoyalVictoria,0.018011,51.509178,1994
242,Ruislip,-0.421111,51.571389,1904
243,RuislipGardens,-0.410234,51.560254,1948
244,RuislipManor,-0.4125,51.573333,1912
245,RussellSquare,-0.124444,51.523056,1906
246,SevenSisters,-0.0756,51.5839,1968
247,Shadwell,-0.056214,51.511711,1987
248,Shepherd'sBush,-0.2207,51.5042,1900
249,Shepherd'sBushCentral,-0.218806,51.504472,1900
250,Shepherd'sBushMarket,-0.226389,51.505833,1864
251,SloaneSquare,-0.156667,51.4925,1868
252,Snaresbrook,0.021667,51.580833,1947
253,SouthActon,-0.2707,51.4994,1880
254,SouthEaling,-0.307222,51.501111,1883
255,SouthHampstead,-0.1788,51.5414,1879
256,SouthHarrow,-0.352222,51.564722,1903
257,SouthKensington,-0.173894,51.494136,1868
258,SouthKenton,-0.3086,51.5703,1933
259,SouthQuay,-0.019061,51.500617,1987
260,SouthRuislip,-0.3988,51.5569,1948
261,SouthTottenham,-0.072,51.5802,1871
262,SouthWimbledon,-0.191944,51.415556,1926
263,SouthWoodford,0.0275,51.591667,1947
264,Southfields,-0.20704,51.44497,1889
265,Southgate,-0.128056,51.6325,1933
266,Southwark,-0.105,51.503889,1999
267,St.James'sPark,-0.134444,51.499444,1868
268,St.John'sWood,-0.174167,51.534722,1939
269,St.Paul's,-0.09745,51.51483,1900
270,StamfordBrook,-0.245833,51.495,1912
271,Stanmore,-0.302778,51.619444,1932
272,StepneyGreen,-0.046389,51.521944,1902
273,Stockwell,-0.122222,51.4725,1890
274,StonebridgePark,-0.2754,51.544,1917
275,Stratford,-0.0037,51.5417,1946
276,SudburyHill,-0.336389,51.556944,1903
277,SudburyTown,-0.315556,51.550833,1903
278,SwissCottage,-0.174722,51.543056,1939
279,Temple,-0.114444,51.511111,1870
280,TheydonBois,0.103333,51.671667,1949
281,TootingBec,-0.159722,51.435833,1926
282,TootingBroadway,-0.168333,51.427778,1926
283,TottenhamCourtRoad,-0.1309,51.5162,1900
284,TottenhamHale,-0.0611,51.5902,1968
285,TotteridgeandWhetstone,-0.179167,51.630556,1940
286,TowerGateway,-0.074772,51.510611,1987
287,TowerHill,-0.076667,51.51,1882
288,TufnellPark,-0.138333,51.556944,1907
289,TurnhamGreen,-0.255,51.495278,1877
290,TurnpikeLane,-0.103333,51.590556,1932
291,Upminster,0.2509,51.5588,1902
292,UpminsterBridge,0.234167,51.558056,1934
293,Upney,0.101389,51.538611,1932
294,UpperHolloway,-0.1298,51.5638,1868
295,UptonPark,0.034444,51.535278,1902
296,Uxbridge,-0.4783,51.5459,1904
297,Vauxhall,-0.1229,51.4859,1971
298,Victoria,-0.1448,51.4966,1868
299,WalthamstowCentral,-0.0192,51.5831,1968
300,WalthamstowQueen'sRoad,-0.024,51.5817,1894
301,Wanstead,0.028889,51.575556,1947
302,WansteadPark,0.0264,51.5518,1894
303,WarrenStreet,-0.138333,51.524722,1907
304,WarwickAvenue,-0.183677,51.52327,1915
305,Waterloo,-0.1132,51.5031,1898
306,Watford,-0.4175,51.6575,1925
307,WembleyCentral,-0.2964,51.5519,1917
308,WembleyPark,-0.279444,51.563611,1894
309,WestActon,-0.280833,51.518056,1923
310,WestBrompton,-0.1957,51.4866,1869
311,WestFinchley,-0.188333,51.609444,1940
312,WestHam,0.0066,51.5284,1902
313,WestHampstead,-0.1913,51.5473,1879
314,WestHarrow,-0.353333,51.579722,1913
315,WestIndiaQuay,-0.020494,51.506917,1987
316,WestKensington,-0.206389,51.490833,1874
317,WestRuislip,-0.4376,51.5696,1948
318,WestSilvertown,0.0225,51.502778,2005
319,WestbournePark,-0.201111,51.521111,1866
320,Westferry,-0.026697,51.509372,1987
321,Westminster,-0.125,51.501111,1868
322,WhiteCity,-0.224583,51.512083,1947
323,Whitechapel,-0.061111,51.519444,1884
324,WillesdenGreen,-0.221667,51.549167,1879
325,WillesdenJunction,-0.2439,51.5324,1915
326,Wimbledon,-0.2043,51.4232,1889
327,WimbledonPark,-0.20027,51.43408,1889
328,WoodGreen,-0.11,51.597222,1932
329,WoodLane,-0.224361,51.509114,2008
330,Woodford,0.034167,51.606944,1947
331,WoodgrangePark,0.0454,51.5487,1894
332,WoodsidePark,-0.185556,51.618056,1940
333,WoolwichArsenal,0.0694,51.4898,1849
